_id,chromosome,strand,chrLeftPosition,chrRightPosition,bs_center,nearest_tss_pos,dist_bp_signed_oriented,dist_bp_abs
ECOLIBS000001490,NC_000913.3,-,186422,186439,186430,186269,-161,161
ECOLIBS000001491,NC_000913.3,-,196936,196953,196944,196806,-138,138
ECOLIBS000001492,NC_000913.3,+,201030,201047,201038,200884,154,154
ECOLIBS000001493,NC_000913.3,-,201740,201757,201748,201767,19,19
ECOLIBS000001494,NC_000913.3,-,208306,208323,208314,208711,397,397
ECOLIBS000001495,NC_000913.3,+,208542,208559,208550,208412,138,138
ECOLIBS000001496,NC_000913.3,-,208544,208561,208552,208711,159,159
ECOLIBS000001497,NC_000913.3,+,217284,217301,217292,217298,-6,6
ECOLIBS000001498,NC_000913.3,-,223341,223358,223350,223466,116,116
ECOLIBS000001499,NC_000913.3,-,223404,223421,223412,223466,54,54
ECOLIBS000001500,NC_000913.3,+,232377,232394,232386,232366,20,20
ECOLIBS000001501,NC_000913.3,+,232495,232512,232504,232414,90,90
ECOLIBS000001502,NC_000913.3,-,235973,235990,235982,236005,23,23
ECOLIBS000001503,NC_000913.3,+,236273,236290,236282,236027,255,255
ECOLIBS000001504,NC_000913.3,-,236282,236299,236290,236117,-173,173
ECOLIBS000001505,NC_000913.3,+,236831,236848,236840,236910,-70,70
ECOLIBS000001506,NC_000913.3,-,236945,236962,236954,236672,-282,282
ECOLIBS000001507,NC_000913.3,+,246517,246534,246526,246387,139,139
ECOLIBS000001508,NC_000913.3,+,246520,246537,246528,246387,141,141
ECOLIBS000001509,NC_000913.3,+,250924,250941,250932,250883,49,49
ECOLIBS000001510,NC_000913.3,-,251080,251097,251088,251140,52,52
ECOLIBS000001511,NC_000913.3,+,251082,251099,251090,250883,207,207
ECOLIBS000001512,NC_000913.3,+,255933,255950,255942,255955,-13,13
ECOLIBS000001513,NC_000913.3,-,257938,257955,257946,257689,-257,257
ECOLIBS000001514,NC_000913.3,-,262766,262783,262774,263018,244,244
ECOLIBS000001515,NC_000913.3,-,271016,271033,271024,271146,122,122
ECOLIBS000001516,NC_000913.3,-,279193,279210,279202,279891,689,689
ECOLIBS000001517,NC_000913.3,-,296601,296618,296610,296598,-12,12
ECOLIBS000001518,NC_000913.3,-,306145,306162,306154,306027,-127,127
ECOLIBS000001519,NC_000913.3,+,306147,306164,306156,306036,120,120
ECOLIBS000001520,NC_000913.3,-,306431,306448,306440,306442,2,2
ECOLIBS000001521,NC_000913.3,+,306433,306450,306442,306331,111,111
ECOLIBS000001522,NC_000913.3,+,306494,306511,306502,306331,171,171
ECOLIBS000001523,NC_000913.3,+,312267,312284,312276,312120,156,156
ECOLIBS000001524,NC_000913.3,+,312294,312311,312302,312120,182,182
ECOLIBS000001525,NC_000913.3,-,312328,312345,312336,312076,-260,260
ECOLIBS000001526,NC_000913.3,+,312330,312347,312338,312120,218,218
ECOLIBS000001527,NC_000913.3,+,312360,312377,312368,312120,248,248
ECOLIBS000001528,NC_000913.3,-,334189,334206,334198,334003,-195,195
ECOLIBS000001529,NC_000913.3,-,334221,334238,334230,334003,-227,227
ECOLIBS000001530,NC_000913.3,-,334552,334569,334560,334495,-65,65
ECOLIBS000001531,NC_000913.3,+,334554,334571,334562,335245,-683,683
ECOLIBS000001532,NC_000913.3,-,334660,334677,334668,334495,-173,173
ECOLIBS000001533,NC_000913.3,+,343791,343808,343800,343829,-29,29
ECOLIBS000001534,NC_000913.3,-,345132,345149,345140,345045,-95,95
ECOLIBS000001535,NC_000913.3,-,345172,345189,345180,345045,-135,135
ECOLIBS000001536,NC_000913.3,+,345269,345286,345278,345254,24,24
ECOLIBS000001537,NC_000913.3,-,346544,346561,346552,346495,-57,57
ECOLIBS000001538,NC_000913.3,+,346546,346563,346554,346433,121,121
ECOLIBS000001539,NC_000913.3,-,346601,346618,346610,346495,-115,115
ECOLIBS000001540,NC_000913.3,+,346603,346620,346612,346433,179,179
ECOLIBS000001541,NC_000913.3,-,366386,366403,366394,366343,-51,51
ECOLIBS000001542,NC_000913.3,+,366527,366544,366536,366677,-141,141
ECOLIBS000001543,NC_000913.3,-,406840,406857,406848,406641,-207,207
ECOLIBS000001544,NC_000913.3,+,406842,406859,406850,406921,-71,71
ECOLIBS000001545,NC_000913.3,-,407993,408010,408002,407519,-483,483
ECOLIBS000001546,NC_000913.3,+,407995,408012,408004,407977,27,27
ECOLIBS000001547,NC_000913.3,+,408191,408208,408200,408151,49,49
ECOLIBS000001548,NC_000913.3,+,419257,419274,419266,419418,-152,152
ECOLIBS000001549,NC_000913.3,+,419276,419293,419284,419418,-134,134
ECOLIBS000001550,NC_000913.3,-,419505,419522,419514,419106,-408,408
ECOLIBS000001551,NC_000913.3,+,419581,419598,419590,419595,-5,5
ECOLIBS000001552,NC_000913.3,+,422488,422505,422496,422491,5,5
ECOLIBS000001553,NC_000913.3,-,433217,433234,433226,433397,171,171
ECOLIBS000001554,NC_000913.3,-,458689,458706,458698,458714,16,16
ECOLIBS000001555,NC_000913.3,+,458691,458708,458700,458724,-24,24
ECOLIBS000001556,NC_000913.3,-,476352,476369,476360,476313,-47,47
ECOLIBS000001557,NC_000913.3,+,476600,476617,476608,476615,-7,7
ECOLIBS000001558,NC_000913.3,-,483969,483986,483978,483477,-501,501
ECOLIBS000001559,NC_000913.3,+,484004,484021,484012,483958,54,54
ECOLIBS000001560,NC_000913.3,+,484193,484210,484202,484353,-151,151
ECOLIBS000001561,NC_000913.3,-,485654,485671,485662,485663,1,1
ECOLIBS000001562,NC_000913.3,+,485684,485701,485692,485715,-23,23
ECOLIBS000001563,NC_000913.3,-,499532,499549,499540,499457,-83,83
ECOLIBS000001564,NC_000913.3,-,530902,530919,530910,530892,-18,18
ECOLIBS000001565,NC_000913.3,+,554053,554070,554062,554415,-353,353
ECOLIBS000001566,NC_000913.3,-,554135,554152,554144,554184,40,40
ECOLIBS000001567,NC_000913.3,-,554324,554341,554332,554348,16,16
ECOLIBS000001568,NC_000913.3,-,554396,554413,554404,554367,-37,37
ECOLIBS000001569,NC_000913.3,-,554818,554835,554826,554622,-204,204
ECOLIBS000001570,NC_000913.3,-,563254,563271,563262,562856,-406,406
ECOLIBS000001571,NC_000913.3,-,612606,612623,612614,612637,23,23
ECOLIBS000001572,NC_000913.3,+,643961,643978,643970,644243,-273,273
ECOLIBS000001573,NC_000913.3,-,644132,644149,644140,644134,-6,6
ECOLIBS000001574,NC_000913.3,+,644134,644151,644142,644243,-101,101
ECOLIBS000001575,NC_000913.3,-,647846,647863,647854,647848,-6,6
ECOLIBS000001576,NC_000913.3,+,655338,655355,655346,655233,113,113
ECOLIBS000001577,NC_000913.3,-,655442,655459,655450,655302,-148,148
ECOLIBS000001578,NC_000913.3,-,655556,655573,655564,655657,93,93
ECOLIBS000001579,NC_000913.3,-,660701,660718,660710,660856,146,146
ECOLIBS000001580,NC_000913.3,-,662740,662757,662748,662706,-42,42
ECOLIBS000001581,NC_000913.3,+,662742,662759,662750,662815,-65,65
ECOLIBS000001582,NC_000913.3,-,662797,662814,662806,662706,-100,100
ECOLIBS000001583,NC_000913.3,-,686050,686067,686058,686663,605,605
ECOLIBS000001584,NC_000913.3,+,686052,686069,686060,686532,-472,472
ECOLIBS000001585,NC_000913.3,+,693668,693685,693676,693552,124,124
ECOLIBS000001586,NC_000913.3,+,705961,705978,705970,705998,-28,28
ECOLIBS000001587,NC_000913.3,-,710524,710541,710532,710482,-50,50
ECOLIBS000001588,NC_000913.3,+,710526,710543,710534,710857,-323,323
ECOLIBS000001589,NC_000913.3,+,711881,711898,711890,711427,463,463
ECOLIBS000001590,NC_000913.3,+,712015,712032,712024,711427,597,597
ECOLIBS000001591,NC_000913.3,+,723628,723645,723636,723977,-341,341
ECOLIBS000001592,NC_000913.3,+,723709,723726,723718,723977,-259,259
ECOLIBS000001593,NC_000913.3,-,723779,723796,723788,723764,-24,24
ECOLIBS000001594,NC_000913.3,+,729940,729957,729948,729957,-9,9
ECOLIBS000001595,NC_000913.3,-,738413,738430,738422,738996,574,574
ECOLIBS000001596,NC_000913.3,+,764110,764127,764118,764187,-69,69
ECOLIBS000001597,NC_000913.3,-,764168,764185,764176,764181,5,5
ECOLIBS000001598,NC_000913.3,+,780432,780449,780440,780511,-71,71
ECOLIBS000001599,NC_000913.3,+,799612,799629,799620,799228,392,392
ECOLIBS000001600,NC_000913.3,+,799691,799708,799700,799228,472,472
ECOLIBS000001601,NC_000913.3,-,812822,812839,812830,813412,582,582
ECOLIBS000001602,NC_000913.3,+,812824,812841,812832,812976,-144,144
ECOLIBS000001603,NC_000913.3,-,812958,812975,812966,813412,446,446
ECOLIBS000001604,NC_000913.3,+,812993,813010,813002,812976,26,26
ECOLIBS000001605,NC_000913.3,+,836449,836466,836458,836320,138,138
ECOLIBS000001606,NC_000913.3,+,842145,842162,842154,842254,-100,100
ECOLIBS000001607,NC_000913.3,-,851691,851708,851700,851418,-282,282
ECOLIBS000001608,NC_000913.3,-,877946,877963,877954,878068,114,114
ECOLIBS000001609,NC_000913.3,-,878034,878051,878042,878068,26,26
ECOLIBS000001610,NC_000913.3,-,878186,878203,878194,878288,94,94
ECOLIBS000001611,NC_000913.3,-,882235,882252,882244,882146,-98,98
ECOLIBS000001612,NC_000913.3,+,883121,883138,883130,882787,343,343
ECOLIBS000001613,NC_000913.3,-,893862,893879,893870,893892,22,22
ECOLIBS000001614,NC_000913.3,+,922163,922180,922172,922315,-143,143
ECOLIBS000001615,NC_000913.3,-,922489,922506,922498,922664,166,166
ECOLIBS000001616,NC_000913.3,+,922491,922508,922500,922621,-121,121
ECOLIBS000001617,NC_000913.3,-,933779,933796,933788,934284,496,496
ECOLIBS000001618,NC_000913.3,+,933796,933813,933804,933716,88,88
ECOLIBS000001619,NC_000913.3,+,966333,966350,966342,966558,-216,216
ECOLIBS000001620,NC_000913.3,+,966481,966498,966490,966558,-68,68
ECOLIBS000001621,NC_000913.3,-,970151,970168,970160,970910,750,750
ECOLIBS000001622,NC_000913.3,-,974808,974825,974816,974967,151,151
ECOLIBS000001623,NC_000913.3,+,974810,974827,974818,974286,532,532
ECOLIBS000001624,NC_000913.3,+,988268,988285,988276,988058,218,218
ECOLIBS000001625,NC_000913.3,+,988302,988319,988310,988058,252,252
ECOLIBS000001626,NC_000913.3,+,1005831,1005848,1005840,1005851,-11,11
ECOLIBS000001627,NC_000913.3,+,1006042,1006059,1006050,1005999,51,51
ECOLIBS000001628,NC_000913.3,-,1006558,1006575,1006566,1006481,-85,85
ECOLIBS000001629,NC_000913.3,+,1006560,1006577,1006568,1006499,69,69
ECOLIBS000001630,NC_000913.3,+,1006684,1006701,1006692,1006499,193,193
ECOLIBS000001631,NC_000913.3,+,1015546,1015563,1015554,1015604,-50,50
ECOLIBS000001632,NC_000913.3,+,1015598,1015615,1015606,1015604,2,2
ECOLIBS000001633,NC_000913.3,+,1015655,1015672,1015664,1015651,13,13
ECOLIBS000001634,NC_000913.3,+,1015673,1015690,1015682,1015710,-28,28
ECOLIBS000001635,NC_000913.3,+,1051927,1051944,1051936,1051945,-9,9
ECOLIBS000001636,NC_000913.3,-,1052118,1052135,1052126,1052207,81,81
ECOLIBS000001637,NC_000913.3,-,1052280,1052297,1052288,1052207,-81,81
ECOLIBS000001638,NC_000913.3,+,1052282,1052299,1052290,1052240,50,50
ECOLIBS000001639,NC_000913.3,+,1098086,1098103,1098094,1097845,249,249
ECOLIBS000001640,NC_000913.3,-,1226233,1226250,1226242,1226146,-96,96
ECOLIBS000001641,NC_000913.3,+,1226366,1226383,1226374,1226428,-54,54
ECOLIBS000001642,NC_000913.3,-,1226547,1226564,1226556,1226555,-1,1
ECOLIBS000001643,NC_000913.3,+,1249596,1249613,1249604,1248585,1019,1019
ECOLIBS000001644,NC_000913.3,-,1249625,1249642,1249634,1249736,102,102
ECOLIBS000001645,NC_000913.3,-,1249695,1249712,1249704,1249736,32,32
ECOLIBS000001646,NC_000913.3,-,1250599,1250616,1250608,1250649,41,41
ECOLIBS000001647,NC_000913.3,+,1287728,1287745,1287736,1287848,-112,112
ECOLIBS000001648,NC_000913.3,-,1287777,1287794,1287786,1287779,-7,7
ECOLIBS000001649,NC_000913.3,-,1310157,1310174,1310166,1310055,-111,111
ECOLIBS000001650,NC_000913.3,+,1310311,1310328,1310320,1310362,-42,42
ECOLIBS000001651,NC_000913.3,-,1340199,1340216,1340208,1340191,-17,17
ECOLIBS000001652,NC_000913.3,+,1340201,1340218,1340210,1340213,-3,3
ECOLIBS000001653,NC_000913.3,+,1340242,1340259,1340250,1340271,-21,21
ECOLIBS000001654,NC_000913.3,-,1469771,1469788,1469780,1469901,121,121
ECOLIBS000001655,NC_000913.3,+,1696384,1696401,1696392,1696971,-579,579
ECOLIBS000001656,NC_000913.3,-,1696468,1696485,1696476,1696383,-93,93
ECOLIBS000001657,NC_000913.3,-,1697265,1697282,1697274,1697074,-200,200
ECOLIBS000001658,NC_000913.3,+,1697267,1697284,1697276,1697447,-171,171
ECOLIBS000001659,NC_000913.3,-,1697303,1697320,1697312,1697074,-238,238
ECOLIBS000001660,NC_000913.3,+,1697410,1697427,1697418,1697447,-29,29
ECOLIBS000001661,NC_000913.3,-,1908605,1908622,1908614,1908610,-4,4
ECOLIBS000001662,NC_000913.3,-,1908656,1908673,1908664,1908610,-54,54
ECOLIBS000001663,NC_000913.3,-,1926706,1926723,1926714,1926754,40,40
ECOLIBS000001664,NC_000913.3,+,1926708,1926725,1926716,1926578,138,138
ECOLIBS000001665,NC_000913.3,+,1937535,1937552,1937544,1937544,0,0
ECOLIBS000001666,NC_000913.3,+,1937563,1937580,1937572,1937552,20,20
ECOLIBS000001667,NC_000913.3,-,1977074,1977091,1977082,1977205,123,123
ECOLIBS000001668,NC_000913.3,-,1988322,1988339,1988330,1988322,-8,8
ECOLIBS000001669,NC_000913.3,+,1988324,1988341,1988332,1988197,135,135
ECOLIBS000001670,NC_000913.3,-,1992244,1992261,1992252,1992308,56,56
ECOLIBS000001671,NC_000913.3,-,1998915,1998932,1998924,1999507,583,583
ECOLIBS000001672,NC_000913.3,+,1998917,1998934,1998926,1998478,448,448
ECOLIBS000001673,NC_000913.3,-,2001942,2001959,2001950,2001825,-125,125
ECOLIBS000001674,NC_000913.3,+,2019495,2019512,2019504,2019584,-80,80
ECOLIBS000001675,NC_000913.3,-,2019566,2019583,2019574,2020063,489,489
ECOLIBS000001676,NC_000913.3,+,2019568,2019585,2019576,2019584,-8,8
ECOLIBS000001677,NC_000913.3,-,2021157,2021174,2021166,2021013,-153,153
ECOLIBS000001678,NC_000913.3,-,2021391,2021408,2021400,2021013,-387,387
ECOLIBS000001679,NC_000913.3,+,2021393,2021410,2021402,2020910,492,492
ECOLIBS000001680,NC_000913.3,-,2021427,2021444,2021436,2021013,-423,423
ECOLIBS000001681,NC_000913.3,-,2021500,2021517,2021508,2021013,-495,495
ECOLIBS000001682,NC_000913.3,-,2029959,2029976,2029968,2029643,-325,325
ECOLIBS000001683,NC_000913.3,+,2029961,2029978,2029970,2030282,-312,312
ECOLIBS000001684,NC_000913.3,-,2031187,2031204,2031196,2031003,-193,193
ECOLIBS000001685,NC_000913.3,+,2032876,2032893,2032884,2032914,-30,30
ECOLIBS000001686,NC_000913.3,-,2032903,2032920,2032912,2033099,187,187
ECOLIBS000001687,NC_000913.3,+,2033027,2033044,2033036,2032914,122,122
ECOLIBS000001688,NC_000913.3,+,2114843,2114860,2114852,2114871,-19,19
ECOLIBS000001689,NC_000913.3,-,2176274,2176291,2176282,2176382,100,100
ECOLIBS000001690,NC_000913.3,+,2176276,2176293,2176284,2176576,-292,292
ECOLIBS000001691,NC_000913.3,+,2178672,2178689,2178680,2178781,-101,101
ECOLIBS000001692,NC_000913.3,+,2178727,2178744,2178736,2178781,-45,45
ECOLIBS000001693,NC_000913.3,+,2179702,2179719,2179710,2178786,924,924
ECOLIBS000001694,NC_000913.3,-,2179790,2179807,2179798,2180227,429,429
ECOLIBS000001695,NC_000913.3,+,2192972,2192989,2192980,2192844,136,136
ECOLIBS000001696,NC_000913.3,-,2193024,2193041,2193032,2193001,-31,31
ECOLIBS000001697,NC_000913.3,+,2221852,2221869,2221860,2222152,-292,292
ECOLIBS000001698,NC_000913.3,-,2221912,2221929,2221920,2222041,121,121
ECOLIBS000001699,NC_000913.3,-,2222116,2222133,2222124,2222139,15,15
ECOLIBS000001700,NC_000913.3,+,2222118,2222135,2222126,2222152,-26,26
ECOLIBS000001701,NC_000913.3,+,2222152,2222169,2222160,2222155,5,5
ECOLIBS000001702,NC_000913.3,+,2225687,2225704,2225696,2225776,-80,80
ECOLIBS000001703,NC_000913.3,+,2241713,2241730,2241722,2241820,-98,98
ECOLIBS000001704,NC_000913.3,+,2269314,2269331,2269322,2269448,-126,126
ECOLIBS000001705,NC_000913.3,+,2269336,2269353,2269344,2269448,-104,104
ECOLIBS000001706,NC_000913.3,+,2269701,2269718,2269710,2269810,-100,100
ECOLIBS000001707,NC_000913.3,-,2269978,2269995,2269986,2269693,-293,293
ECOLIBS000001708,NC_000913.3,+,2269980,2269997,2269988,2269943,45,45
ECOLIBS000001709,NC_000913.3,+,2270312,2270329,2270320,2270251,69,69
ECOLIBS000001710,NC_000913.3,+,2270416,2270433,2270424,2270411,13,13
ECOLIBS000001711,NC_000913.3,+,2270443,2270460,2270452,2270483,-31,31
ECOLIBS000001712,NC_000913.3,+,2315360,2315377,2315368,2315620,-252,252
ECOLIBS000001713,NC_000913.3,+,2315449,2315466,2315458,2315620,-162,162
ECOLIBS000001714,NC_000913.3,+,2315452,2315469,2315460,2315620,-160,160
ECOLIBS000001715,NC_000913.3,+,2315580,2315597,2315588,2315620,-32,32
ECOLIBS000001716,NC_000913.3,+,2315773,2315790,2315782,2315754,28,28
ECOLIBS000001717,NC_000913.3,-,2352352,2352369,2352360,2352374,14,14
ECOLIBS000001718,NC_000913.3,+,2353987,2354004,2353996,2354046,-50,50
ECOLIBS000001719,NC_000913.3,+,2354704,2354721,2354712,2354661,51,51
ECOLIBS000001720,NC_000913.3,-,2369713,2369730,2369722,2369669,-53,53
ECOLIBS000001721,NC_000913.3,+,2369715,2369732,2369724,2369660,64,64
ECOLIBS000001722,NC_000913.3,+,2399451,2399468,2399460,2401789,-2329,2329
ECOLIBS000001723,NC_000913.3,-,2399539,2399556,2399548,2399386,-162,162
ECOLIBS000001724,NC_000913.3,-,2399558,2399575,2399566,2399386,-180,180
ECOLIBS000001725,NC_000913.3,+,2399560,2399577,2399568,2401789,-2221,2221
ECOLIBS000001726,NC_000913.3,+,2404927,2404944,2404936,2404617,319,319
ECOLIBS000001727,NC_000913.3,-,2404956,2404973,2404964,2404993,29,29
ECOLIBS000001728,NC_000913.3,+,2405526,2405543,2405534,2405542,-8,8
ECOLIBS000001729,NC_000913.3,-,2405561,2405578,2405570,2405498,-72,72
ECOLIBS000001730,NC_000913.3,+,2405655,2405672,2405664,2405542,122,122
ECOLIBS000001731,NC_000913.3,-,2413305,2413322,2413314,2413290,-24,24
ECOLIBS000001732,NC_000913.3,+,2413307,2413324,2413316,2413305,11,11
ECOLIBS000001733,NC_000913.3,+,2413431,2413448,2413440,2413437,3,3
ECOLIBS000001734,NC_000913.3,+,2420047,2420064,2420056,2419913,143,143
ECOLIBS000001735,NC_000913.3,-,2430867,2430884,2430876,2430800,-76,76
ECOLIBS000001736,NC_000913.3,+,2456956,2456973,2456964,2456226,738,738
ECOLIBS000001737,NC_000913.3,-,2457672,2457689,2457680,2457513,-167,167
ECOLIBS000001738,NC_000913.3,+,2457717,2457734,2457726,2457791,-65,65
ECOLIBS000001739,NC_000913.3,-,2461273,2461290,2461282,2461273,-9,9
ECOLIBS000001740,NC_000913.3,-,2461320,2461337,2461328,2461273,-55,55
ECOLIBS000001741,NC_000913.3,-,2476449,2476466,2476458,2476215,-243,243
ECOLIBS000001742,NC_000913.3,+,2476451,2476468,2476460,2476377,83,83
ECOLIBS000001743,NC_000913.3,+,2477796,2477813,2477804,2477820,-16,16
ECOLIBS000001744,NC_000913.3,-,2484244,2484261,2484252,2484195,-57,57
ECOLIBS000001745,NC_000913.3,+,2484326,2484343,2484334,2484496,-162,162
ECOLIBS000001746,NC_000913.3,-,2488620,2488637,2488628,2488907,279,279
ECOLIBS000001747,NC_000913.3,+,2488622,2488639,2488630,2488748,-118,118
ECOLIBS000001748,NC_000913.3,-,2488623,2488640,2488632,2488907,275,275
ECOLIBS000001749,NC_000913.3,-,2495437,2495454,2495446,2495545,99,99
ECOLIBS000001750,NC_000913.3,+,2495439,2495456,2495448,2495492,-44,44
ECOLIBS000001751,NC_000913.3,+,2517919,2517936,2517928,2517848,80,80
ECOLIBS000001752,NC_000913.3,+,2517920,2517937,2517928,2517848,80,80
ECOLIBS000001753,NC_000913.3,-,2518318,2518335,2518326,2518258,-68,68
ECOLIBS000001754,NC_000913.3,+,2520730,2520747,2520738,2520920,-182,182
ECOLIBS000001755,NC_000913.3,-,2520800,2520817,2520808,2520784,-24,24
ECOLIBS000001756,NC_000913.3,-,2520841,2520858,2520850,2520842,-8,8
ECOLIBS000001757,NC_000913.3,-,2531436,2531453,2531444,2531375,-69,69
ECOLIBS000001758,NC_000913.3,+,2533295,2533312,2533304,2533311,-7,7
ECOLIBS000001759,NC_000913.3,+,2533317,2533334,2533326,2533311,15,15
ECOLIBS000001760,NC_000913.3,-,2533396,2533413,2533404,2533378,-26,26
ECOLIBS000001761,NC_000913.3,+,2534185,2534202,2534194,2534171,23,23
ECOLIBS000001762,NC_000913.3,-,2534261,2534278,2534270,2534241,-29,29
ECOLIBS000001763,NC_000913.3,+,2539452,2539469,2539460,2538704,756,756
ECOLIBS000001764,NC_000913.3,+,2539695,2539712,2539704,2538704,1000,1000
ECOLIBS000001765,NC_000913.3,+,2557264,2557281,2557272,2557306,-34,34
ECOLIBS000001766,NC_000913.3,-,2557420,2557437,2557428,2557295,-133,133
ECOLIBS000001767,NC_000913.3,-,2557621,2557638,2557630,2557807,177,177
ECOLIBS000001768,NC_000913.3,-,2560389,2560406,2560398,2560372,-26,26
ECOLIBS000001769,NC_000913.3,+,2560415,2560432,2560424,2560296,128,128
ECOLIBS000001770,NC_000913.3,-,2560587,2560604,2560596,2560568,-28,28
ECOLIBS000001771,NC_000913.3,-,2563360,2563377,2563368,2563294,-74,74
ECOLIBS000001772,NC_000913.3,+,2563362,2563379,2563370,2563581,-211,211
ECOLIBS000001773,NC_000913.3,+,2565424,2565441,2565432,2564868,564,564
ECOLIBS000001774,NC_000913.3,+,2572665,2572682,2572674,2572118,556,556
ECOLIBS000001775,NC_000913.3,-,2572697,2572714,2572706,2572846,140,140
ECOLIBS000001776,NC_000913.3,-,2587787,2587804,2587796,2587521,-275,275
ECOLIBS000001777,NC_000913.3,+,2594833,2594850,2594842,2594236,606,606
ECOLIBS000001778,NC_000913.3,+,2594948,2594965,2594956,2594236,720,720
ECOLIBS000001779,NC_000913.3,+,2615467,2615484,2615476,2615819,-343,343
ECOLIBS000001780,NC_000913.3,-,2615484,2615501,2615492,2615632,140,140
ECOLIBS000001781,NC_000913.3,+,2622488,2622505,2622496,2622511,-15,15
ECOLIBS000001782,NC_000913.3,-,2622542,2622559,2622550,2622264,-286,286
ECOLIBS000001783,NC_000913.3,+,2622638,2622655,2622646,2622621,25,25
ECOLIBS000001784,NC_000913.3,+,2622673,2622690,2622682,2622621,61,61
ECOLIBS000001785,NC_000913.3,-,2635006,2635023,2635014,2634366,-648,648
ECOLIBS000001786,NC_000913.3,+,2635086,2635103,2635094,2634708,386,386
ECOLIBS000001787,NC_000913.3,-,2641798,2641815,2641806,2641837,31,31
ECOLIBS000001788,NC_000913.3,-,2644460,2644477,2644468,2644379,-89,89
ECOLIBS000001789,NC_000913.3,-,2655021,2655038,2655030,2656268,1238,1238
ECOLIBS000001790,NC_000913.3,-,2668124,2668141,2668132,2668149,17,17
ECOLIBS000001791,NC_000913.3,+,2668254,2668271,2668262,2668165,97,97
ECOLIBS000001792,NC_000913.3,+,2671158,2671175,2671166,2670751,415,415
ECOLIBS000001793,NC_000913.3,+,2671189,2671206,2671198,2670751,447,447
ECOLIBS000001794,NC_000913.3,+,2671467,2671484,2671476,2670751,725,725
ECOLIBS000001795,NC_000913.3,-,2671512,2671529,2671520,2671900,380,380
ECOLIBS000001796,NC_000913.3,+,2671514,2671531,2671522,2670751,771,771
ECOLIBS000001797,NC_000913.3,+,2710665,2710682,2710674,2710703,-29,29
ECOLIBS000001798,NC_000913.3,+,2716525,2716542,2716534,2716686,-152,152
ECOLIBS000001799,NC_000913.3,+,2718901,2718918,2718910,2718875,35,35
ECOLIBS000001800,NC_000913.3,-,2727689,2727706,2727698,2727908,210,210
ECOLIBS000001801,NC_000913.3,+,2728425,2728442,2728434,2728062,372,372
ECOLIBS000001802,NC_000913.3,+,2731511,2731528,2731520,2731350,170,170
ECOLIBS000001803,NC_000913.3,+,2731552,2731569,2731560,2731350,210,210
ECOLIBS000001804,NC_000913.3,-,2737481,2737498,2737490,2737562,72,72
ECOLIBS000001805,NC_000913.3,-,2740250,2740267,2740258,2740345,87,87
ECOLIBS000001806,NC_000913.3,+,2740252,2740269,2740260,2741022,-762,762
ECOLIBS000001807,NC_000913.3,+,2748059,2748076,2748068,2748171,-103,103
ECOLIBS000001808,NC_000913.3,+,2755385,2755402,2755394,2755585,-191,191
ECOLIBS000001809,NC_000913.3,-,2755491,2755508,2755500,2755441,-59,59
ECOLIBS000001810,NC_000913.3,-,2755910,2755927,2755918,2755441,-477,477
ECOLIBS000001811,NC_000913.3,-,2765315,2765332,2765324,2765321,-3,3
ECOLIBS000001812,NC_000913.3,-,2766590,2766607,2766598,2766652,54,54
ECOLIBS000001813,NC_000913.3,+,2767955,2767972,2767964,2767702,262,262
ECOLIBS000001814,NC_000913.3,-,2778476,2778493,2778484,2778442,-42,42
ECOLIBS000001815,NC_000913.3,+,2778628,2778645,2778636,2778452,184,184
ECOLIBS000001816,NC_000913.3,+,2796367,2796384,2796376,2796439,-63,63
ECOLIBS000001817,NC_000913.3,-,2797547,2797564,2797556,2797672,116,116
ECOLIBS000001818,NC_000913.3,-,2797736,2797753,2797744,2797738,-6,6
ECOLIBS000001819,NC_000913.3,-,2797883,2797900,2797892,2797738,-154,154
ECOLIBS000001820,NC_000913.3,-,2807645,2807662,2807654,2807431,-223,223
ECOLIBS000001821,NC_000913.3,-,2807766,2807783,2807774,2807978,204,204
ECOLIBS000001822,NC_000913.3,+,2814840,2814857,2814848,2814804,44,44
ECOLIBS000001823,NC_000913.3,+,2814886,2814903,2814894,2814804,90,90
ECOLIBS000001824,NC_000913.3,-,2818036,2818053,2818044,2818133,89,89
ECOLIBS000001825,NC_000913.3,-,2839392,2839409,2839400,2839288,-112,112
ECOLIBS000001826,NC_000913.3,-,2839523,2839540,2839532,2839288,-244,244
ECOLIBS000001827,NC_000913.3,+,2868159,2868176,2868168,2868134,34,34
ECOLIBS000001828,NC_000913.3,+,2875389,2875406,2875398,2875099,299,299
ECOLIBS000001829,NC_000913.3,-,2877047,2877064,2877056,2877192,136,136
ECOLIBS000001830,NC_000913.3,-,2877121,2877138,2877130,2877192,62,62
ECOLIBS000001831,NC_000913.3,+,2877123,2877140,2877132,2876833,299,299
ECOLIBS000001832,NC_000913.3,-,2877324,2877341,2877332,2877192,-140,140
ECOLIBS000001833,NC_000913.3,-,2877364,2877381,2877372,2877192,-180,180
ECOLIBS000001834,NC_000913.3,+,2877366,2877383,2877374,2877588,-214,214
ECOLIBS000001835,NC_000913.3,+,2881782,2881799,2881790,2881318,472,472
ECOLIBS000001836,NC_000913.3,+,2881878,2881895,2881886,2881318,568,568
ECOLIBS000001837,NC_000913.3,-,2881887,2881904,2881896,2882124,228,228
